Postal code,District,Appartments,Type of Building,m2,Debtfree price,€/m2,Construction year,Floor,Elevator,Condition,Plot,Energy class
'00100,Studio apartment,,,,,,,,,,,
",,,,,,,,,,,
'79100,Kirkonkylä,"2 h, k, kph, pa...",kt,"52,00",32500,625,1968,1/2,no, ,"own							D2013
",D2013
'79100,Kirkonkylä,"2 h, k, s",kt,"54,00",32000,593,1989,2/2,no, ,"own							A2013
",A2013
'79100,Kirkonkylä,"2h, k, s",rt,"58,00",42500,733,1982,1/1,no, ,"own							D2007
",D2007
'79100,Kirkonkylä,"2 h, k, s",rt,"65,00",51000,785,1976, ,no,good,"own							D2007
",D2007
'79100,Kirkonkylä,"2 h, kk, psh, s",rt,"49,00",40000,816,1983, ,no, ,"own							C2013
",C2013
'79100,Kirkonkylä,"2 h, k, s, lasi...",kt,"51,00",102000,2000,2005,1/3,yes,good,"own							C2007
",C2007
'79100,Kirkonkylä,"2 h, kk, psh, s",rt,"49,00",35000,714,1972, ,no, ,"own							E2013
",E2013
'79100,Kirkonkylä,2h+kk+psh+s,rt,"49,00",34000,694,1983,1/1,no, ,"own							C2013
",C2013
'79100,Leppävirta,Tupakeittiö...,kt,"45,50",16000,352,1978,3/3,no,good,"own							C2007
",C2007
'79100,3 rooms,,,,,,,,,,,
'79100,Kirkonkylä,"3 h, k, kph",kt,"64,00",52900,827,1969,2/2,no, ,"own							C2013
",C2013
'79100,Kirkonkylä,"3 h, k, s",rt,"78,00",68000,872,1984,1/2,no, ,"own							C2007
",C2007
'79100,Kirkonkylä,"3 h, k, s",kt,"72,00",115000,1597,2001, ,yes, ,"own							C2013
",C2013
'79100,Leppävirta,"3h, k, kh, s, e...",rt,"79,00",44000,557,1973, ,no,average,"own							D2007
",D2007
'79100,Kirkonkylä,"3h, k, s, kph, wc",rt,"82,00",95000,1159,2002, ,no, ,"own							C2013
",C2013
'79100,Kirkonkylä,"3h, k, s",kt,"75,00",50000,667,1977,2/3,no, ,"own							D2007
",D2007
'79100,Kirkonkylä,"3 h, k, khh/psh...",rt,"72,00",140000,1944,2011, ,no,good,"own							A2007
",A2007
'79100,,"3h,k,khh,s,eril...",ok,"100,00",80000,800,1978,1/1,no,good,"own							
",
'79100,,"3 h, k, s",ok,"84,00",87000,1036,1982, ,no, ,"own							D2018
",D2018
'79100,,"3h, k, s, ph, h...",ok,"84,00",46000,548,1983,-1/1,no,average,"own							
",
'79100,,"3 h, takkahuone...",ok,"111,00",75000,676,1972, ,no, ,"own							F2018
",F2018
'79100,4 rooms or more,,,,,,,,,,,
'79100,Kirkonkylä,"4 h, k, psh, s,...",ok,"104,00",90000,865,1949, ,no, ,"own							F2018
",F2018
'79100,Kirkonkylä,"4 h, k, th, khh...",ok,"145,00",240000,1655,2006, ,no,good,"own							B2018
",B2018
'79100,Leppävirta,"4h, k, pkh, ph,...",ok,"117,00",83500,714,1979,-1/1,no,good,"own							B2018
",B2018
'79100,Leppävirta,"5h, k, ph/khh, ...",ok,"120,00",79000,658,1981,-1/2,no,good,"own							D2018
",D2018
'79100,Kirkonkylä,"4 h, k, tkh, ps...",ok,"104,00",80000,769,1974, ,no, ,"own							
",
'79100,Kirkonkylä,4h+k+s,ok,"116,00",70000,603,1985, ,no, ,"own							
",
'79100,Kirkonkylä,"6 h, k, rt, psh, s",ok,"146,00",100000,685,1959, ,no, ,"own							D2018
",D2018
'79100,Leppävirta,"4h, k, apuk, pk...",ok,"119,00",75000,630,1970,-1/1,no,good,"own							
",
'79130,3 rooms,,,,,,,,,,,
'79130,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79130,4 rooms or more,,,,,,,,,,,
'79130,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79140,"
2 rooms
",,,,,,,,,,,
'79140,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79410,4 rooms or more,,,,,,,,,,,
'79410,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79480,4 rooms or more,,,,,,,,,,,
'79480,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79600,"
2 rooms
",,,,,,,,,,,
'79600,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79600,3 rooms,,,,,,,,,,,
'79600,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79600,4 rooms or more,,,,,,,,,,,
'79600,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79700,4 rooms or more,,,,,,,,,,,
'79700,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79860,"
2 rooms
",,,,,,,,,,,
'79860,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'80100,Studio apartment,,,,,,,,,,,
'80100,Keskusta,"1h, kt, kph",kt,"24,50",103000,4204,2015,2/6,yes,good,"own							C2013
",C2013
'80100,Keskusta,"1 h, kk",kt,"29,50",82000,2780,1971,3/3,no,good,"own							F2013
",F2013
'80100,Keskusta,"1h, kka, parveke",kt,"24,60",55000,2236,1954,2/3,no,average,"own							G2013
",G2013
'80100,Keskusta,1h+kk,kt,"30,00",68000,2267,1968,3/3,no,average,"own							F2018
",F2018
'80100,Keskusta,"1h,alkovi,kk,kp...",kt,"33,50",75000,2239,1970,2/3,no,average,"own							C2013
",C2013
'80100,Keskusta,1 h+kk,kt,"30,00",69000,2300,1967,3/4,yes,average,"own							F
",F
'80100,Keskusta,"1h, kt",kt,"24,00",136700,5696,2020,6/6,yes, ,"own							B2018
",B2018
'80100,Keskusta,"1h, kt + alkovi",kt,"30,00",137500,4583,2020,2/6,yes, ,"own							B2018
",B2018
'80100,Keskusta,"1h,kk,kph",kt,"27,00",80000,2963,1965,2/3,yes, ,"own							D2018
",D2018
'80100,Keskusta,"1h, kk, kh",kt,"35,50",75000,2113,1972,2/3,yes,average,"own							D
",D
'80100,Keskusta,"1h, kk",kt,"30,00",74000,2467,1979,2/3,no, ,"own							G2013
",G2013
'80100,Keskusta,"1h, kk, kph,vh,...",kt,"32,50",75000,2308,1961,3/3,yes,average,"own							F2013
",F2013
'80100,Keskusta,"1h, kk",kt,"27,00",84600,3133,1957,2/3,no, ,"own							D2007
",D2007
'80100,Keskusta,"1h,kk",kt,"33,00",85700,2597,1974,2/4,yes,good,"own							F
",F
'80100,Keskusta,"1h, alkovi, kt, s",kt,"40,00",150000,3750,2016,5/8,yes,good,"own							C
",C
'80100,Keskusta,1h+kk,kt,"31,00",71000,2290,1964,2/3,yes, ,"own							E2007
",E2007
'80100,Keskusta,"1h, kk, alkovi,...",kt,"39,00",77112,1977,1969,3/4,yes,average,"own							G2013
",G2013
'80100,Keskusta,"1h, kk, kph, ra...",kt,"34,00",78000,2294,1966,1/3,yes,good,"own							F2013
",F2013
'80100,Keskusta,"1 h, kk",kt,"28,00",80000,2857,1968,1/3,no,good,"own							F
",F
'80100,Rantakylä,"1h, kt",kt,"31,00",88000,2839,2015,2/2,no,good,"own							C
",C
'80100,Keskusta,"1h,kk,kph",kt,"27,00",63000,2333,1955,3/3,no,poor,"own							F2013
",F2013
'80100,Keskusta,"1 h, kk",kt,"30,50",80000,2623,1977,2/3,yes,good,"own							E
",E
'80100,Keskusta,"1 h, kk, kph, l...",kt,"30,00",83500,2783,1978,3/3,no,good,"own							F2013
",F2013
'80100,Keskusta,"1h, kk",kt,"31,00",74000,2387,1973,2/4,yes, ,"own							E2013
",E2013
'80100,"
2 rooms
",,,,,,,,,,,
'80100,Keskusta,"2h, kk",kt,"46,00",97000,2109,1970,2/3,yes,good,"own							F2013
",F2013
'80100,Keskusta,"2h, k",kt,"52,00",103000,1981,1974,3/3,no, ,"own							E2013
",E2013
'80100,Keskusta,"2h, k, s",kt,"61,00",150000,2459,1990,3/4,yes, ,"own							F2013
",F2013
'80100,Keskusta,"2h, kt, s",kt,"40,00",174000,4350,2017,4/6,yes,good,"own							C
",C
'80100,Mutala,"2h, k, s, ak",rt,"42,00",78500,1869,1986,1/1,no,good,"rent							E2013
",E2013
'80100,Keskusta,"2 h, k",kt,"52,50",93000,1771,1974,1/4,yes,average,"own							F2013
",F2013
'80100,Keskusta,"2h, k",kt,"53,00",89000,1679,1965,2/5,yes, ,"own							D2007
",D2007
'80100,Keskusta,"2h,k",kt,"60,00",105000,1750,1955,2/3,no,good,"own							E
",E
'80100,Keskusta,"2h,k,kph",kt,"62,00",92000,1484,1967,2/3,yes,good,"own							F2013
",F2013
'80100,Keskusta,"2 h, kk",kt,"34,00",74700,2197,1962,2/3,yes,average,"own							F2013
",F2013
'80100,Keskusta,hyvä kunto...,kt,"48,00",155000,3229,2007,5/6,yes,good,"own							
",
'80100,Keskusta,2h+kt+s,kt,"44,00",128000,2909,2005,2/4,yes,good,"own							F
",F
'80100,Keskusta,"2h, k, s",kt,"61,00",115000,1885,1989,2/4,yes, ,"own							
",
'80100,Keskusta,"2h, k, ph",kt,"50,00",86000,1720,1972,2/3,no,good,"own							F
",F
'80100,Keskusta,"2h,k",kt,"51,50",86400,1678,1969,1/4,yes,average,"own							G
",G
'80100,Keskusta,"2h, k",kt,"42,00",84000,2000,1961,3/3,no, ,"own							D2007
",D2007
'80100,Keskusta,"2h, k, s",kt,"65,00",300000,4615,2015,6/6,yes,good,"rent							C2013
",C2013
'80100,Keskusta,"2h,k,ph,s",kt,"61,00",125000,2049,1989,4/4,yes,good,"own							D
",D
'80100,Keskusta,2h,kt,"51,50",115000,2233,1980,3/3,no,good,"own							E
",E
'80100,Keskusta,"2h, k",kt,"62,00",125000,2016,1968,1/3,no,good,"own							D
",D
'80100,Keskusta,"2h, kt, s",kt,"48,50",130500,2691,1997,1/4,yes,good,"own							E2013
",E2013
'80100,Keskusta,"2h, k, s",kt,"58,50",146000,2496,2000,2/5,yes,good,"own							F2013
",F2013
'80100,Keskusta,"2h, k, s",kt,"59,00",150000,2542,1996,2/4,yes,good,"own							E2013
",E2013
'80100,Keskusta,"2h, k",kt,"52,00",103500,1990,1974,3/3,no, ,"own							F2013
",F2013
'80100,Keskusta,"2h, k, kph, par...",kt,"53,00",90000,1698,1974,3/3,no,good,"own							F2013
",F2013
'80100,Keskusta,"2h, kk",kt,"42,00",100000,2381,1963,2/3,no,good,"own							F2013
",F2013
'80100,Keskusta,"2h, k ,s",kt,"53,00",105700,1994,1965,2/3,no,good,"own							F2013
",F2013
'80100,Keskusta,"2h, k, s",kt,"65,00",287280,4420,2015,5/6,yes,good,"rent							C2013
",C2013
'80100,"
2 rooms
",,,,,,,,,,,
'80100,Keskusta,"2h, kt, s",kt,"42,00",196500,4679,2015,5/6,yes,good,"own							C2013
",C2013
'80100,Keskusta,"2 h, kk, kph/wc",kt,"48,50",89000,1835,1961,3/3,yes,good,"own							F2013
",F2013
'80100,Keskusta,2h + k,kt,"52,50",109500,2086,1977,1/3,yes,good,"own							E
",E
'80100,Keskusta,"2h, k, s",kt,"57,50",109454,1904,1983,2/3,no,good,"own							E2013
",E2013
'80100,Keskusta,"2h,k,ph",kt,"53,00",93000,1755,1974,2/3,no,good,"own							F
",F
'80100,Keskusta,"2h, k",kt,"53,00",105000,1981,1970,3/3,yes,good,"own							E2013
",E2013
'80100,Keskusta,"2h,kk",kt,"39,00",102000,2615,1949,3/5,yes,good,"own							
",
'80100,Keskusta,"2h, k",kt,"53,00",89000,1679,1965,2/5,yes,average,"own							D2007
",D2007
'80100,Keskusta,"2 h, k, kph, s",kt,"55,00",102000,1855,1957,2/3,no,good,"own							
",
'80100,Keskusta,"2 h, kk, kph",kt,"40,00",96000,2400,1963,1/4,yes,good,"own							
",
'80100,Rantakylä,"2h, kt, s",kt,"41,00",95000,2317,2012,2/2,no,good,"own							B
",B
'80100,Keskusta,"2k,k,s",kt,"59,00",125000,2119,1983,3/3,yes,good,"own							C2007
",C2007
'80100,,"2h, k, vh, wc, ...",ok,"62,00",110000,1774,1985,-1/1,no,good,"rent							
",
'80100,3 rooms,,,,,,,,,,,
'80100,Keskusta,2h+k+alkovi,kt,"85,50",154000,1801,1938,2/3,no,good,"own							G2013
",G2013
'80100,Keskusta,"3h, k, s",kt,"65,00",249300,3835,2015,4/6,yes,good,"own							C2013
",C2013
'80100,Keskusta,"3h, k, kph, par...",kt,"70,00",115540,1651,1967,2/3,yes,good,"own							
",
'80100,Keskusta,"3h, k, kph, s",kt,"72,00",165000,2292,1985,2/3,yes,good,"own							D2018
",D2018
'80100,Keskusta,"3h, k",kt,"69,00",140000,2029,1963,2/3,yes, ,"own							E2018
",E2018
'80100,Siihtala,3h+k+s,rt,"83,00",170000,2048,1989,-1/2,no,good,"own							G
",G
'80100,Keskusta,"3 h, k",kt,"53,00",83000,1566,1963,3/3,no,average,"own							F2013
",F2013
'80100,Keskusta,3h+k,kt,"65,00",136500,2100,1965,2/3,no,good,"own							F2013
",F2013
'80100,Siihtala,3h+k+s,rt,"83,00",161000,1940,1989,1/2,no, ,"own							G2013
",G2013
'80100,Keskusta,"3h, k, kph, las...",kt,"63,00",122000,1937,1973,3/3,yes,average,"own							E2013
",E2013
'80100,Keskusta,3h+k+kph,kt,"61,00",110000,1803,1973,2/3,no,good,"own							F2013
",F2013
'80100,Keskusta,"3h, k, s",kt,"66,00",282000,4273,2015,5/6,yes,good,"rent							C2013
",C2013
'80100,Siihtala,"3h, k, s",rt,"76,00",155000,2039,1984,1/2,no,good,"own							G
",G
'80100,Keskusta,"3h, k",kt,"77,00",150000,1948,1973,2/3,yes, ,"own							E2013
",E2013
'80100,Keskusta,"3 h, k, s + ahp",kt,"83,50",281000,3365,2003,5/7,yes,good,"own							A2007
",A2007
'80100,Keskusta,"3 h, k, kph, s",kt,"80,00",246500,3081,2006,3/4,yes,good,"own							D2013
",D2013
'80100,Keskusta,"3h, k, s, 2 wc,...",kt,"56,00",202500,3616,2015,2/6,yes,good,"own							C2013
",C2013
'80100,Keskusta,"3h, k, kph",kt,"65,60",113000,1723,1952,1/3,no,good,"own							G2013
",G2013
'80100,4 rooms or more,,,,,,,,,,,
'80100,Mutala,"OH,4MH,K,3WC,KH...",ok,"187,00",265000,1417,2005,1/2,no,good,"rent							
",
'80100,Mutala,"4h,k,khh,ph,s",ok,"109,00",178000,1633,2004,-1/1,no,good,"rent							
",
'80100,Keskusta,"4h, k, kph, s, ...",kt,"117,00",180000,1538,1956,1/3,no,good,"own							
",
'80100,Keskusta,"4h,k,s",kt,"94,00",149000,1585,1975,3/3,no,good,"own							E2013
",E2013
'80100,Mutala,"4h, k, viherh, s",rt,"101,00",180000,1782,1991,1/2,no,good,"rent							
",
'80100,Joensuu,"3h, k, ruokailu...",kt,"77,50",110000,1419,1957,2/3,no,good,"own							D2007
",D2007
'80100,Keskusta,"4h, k, s",kt,"93,50",136000,1455,1974,3/3,no,good,"own							F
",F
'80100,Mutala,"3mh,oh,k,th,kph...",ok,"105,40",129000,1224,1985,1/1,no,average,"rent							
",
'80100,Keskusta,"4h+k/rt,kph,s,w...",kt,"105,00",330000,3143,2007,6/6,yes,good,"own							D
",D
'80100,Mutala,"4h, k, s",ok,"100,00",175000,1750,1993, ,no,good,"rent							
",
'80100,Keskusta,2h+kk,kt,"40,50",76000,1877,1977,3/3,no,average,"own							G
",G
'80100,Keskusta,"4 h, k, alk, s",kt,"129,00",170000,1318,1970,4/4,yes,average,"own							F2013
",F2013
'80100,Mutala,"4h, k, khh, kph...",ok,"123,00",250000,2033,2011, ,no,good,"own							A2007
",A2007
'80100,Keskusta,"4h, kk, p",kt,"120,00",139000,1158,1963,3/3,yes,average,"own							E2007
",E2007
'80110,Studio apartment,,,,,,,,,,,
'80110,Keskusta,"1 h, kk, alk",kt,"27,00",68000,2519,1962,1/3,no,good,"own							E2018
",E2018
'80110,Keskusta,"1h,kk,kph",kt,"30,00",86500,2883,1983,1/3,no,good,"own							E2013
",E2013
'80110,Keskusta,"1h, avok",kt,"27,00",70000,2593,1963,1/3,no,average,"own							C
",C
'80110,Keskusta,"1h, kk",kt,"26,00",63000,2423,1961,2/3,no,average,"own							C
",C
'80110,Keskusta,"1h, kk, kph",kt,"26,00",77500,2981,1954,1/3,no,good,"own							E2018
",E2018
'80110,Keskusta,"1h, kk",kt,"24,00",60500,2521,1953,3/3,no,average,"own							D
",D
'80110,Keskusta,"1h, kk",kt,"26,00",61000,2346,1954,3/3,no, ,"own							E2018
",E2018
'80110,"
2 rooms
",,,,,,,,,,,
'80110,Keskusta,"2h, k, kph ",kt,"57,50",92000,1600,1967,1/3,no,good,"own							F2013
",F2013
'80110,Keskusta,"2h,k,s",kt,"55,00",143000,2600,2001,1/3,yes,good,"own							E2013
",E2013
'80110,Keskusta,3h+k,kt,"68,00",125000,1838,1973,1/3,no,good,"own							E2013
",E2013
'80110,Keskusta,"2h, k",kt,"55,00",129000,2345,1970,2/3,yes,good,"own							F2013
",F2013
'80110,Keskusta,"2h, k",kt,"57,00",83000,1456,1973,2/3,yes, ,"own							F2013
",F2013
'80110,Keskusta,"2h, k, kph ",kt,"55,00",93000,1691,1970,2/3,yes,average,"own							F2013
",F2013
'80110,Keskusta,"2h, kk",kt,"53,00",82500,1557,1973,2/3,no, ,"own							F2013
",F2013
'80110,Keskusta,"2h, k",kt,"65,00",145000,2231,1954,2/3,no,good,"own							E2013
",E2013
'80110,Keskusta,"2h, k ",kt,"52,00",115000,2212,1968,3/3,no,good,"own							F2013
",F2013
'80110,Keskusta,"2 h, kk, s, kph...",kt,"47,00",105000,2234,1984,3/3,no,good,"own							E2007
",E2007
'80110,Keskusta,"2h, kk",kt,"53,00",95000,1792,1969,3/3,no, ,"own							G2013
",G2013
'80110,Keskusta,"2h, kk, s",kt,"49,00",106000,2163,1988,1/3,yes, ,"own							E2013
",E2013
'80110,Keskusta,"2h,k,s",kt,"55,50",107000,1928,1983,1/3,no,good,"own							E2013
",E2013
'80110,Keskusta,2h+kt+s,kt,"50,00",171500,3430,2007,2/3,yes,good,"own							E2013
",E2013
'80110,Keskusta,"2h, k",kt,"53,00",105000,1981,1954,2/3,no,good,"own							E
",E
'80110,Keskusta,"2h, k, et, wc, ...",kt,"46,50",136000,2925,1996,2/4,yes,good,"own							D2013
",D2013
'80110,3 rooms,,,,,,,,,,,
'80110,Keskusta,"3h,k,kph",kt,"67,00",80000,1194,1973,2/3,no, ,"own							
",
'80110,Keskusta,"3h,kk,kph",kt,"56,50",90000,1593,1962,2/3,no,average,"own							G2013
",G2013
'80110,Keskusta,"3h, k",kt,"80,00",138000,1725,1953,3/3,no, ,"own							F2013
",F2013
'80110,Keskusta,"3h, k, s",kt,"81,00",180000,2222,1986,1/3,no, ,"own							F2013
",F2013
'80110,Keskusta,"3h, k, s",kt,"68,00",141000,2074,1981,3/3,yes,good,"own							E2013
",E2013
'80110,Linnunlahti,"3h, k, autotalli",rt,"65,50",83500,1275,1966,1/1,no,good,"rent							F2013
",F2013
'80110,Keskusta,"3 h, k, kph, s,...",kt,"81,00",120000,1481,1969,3/3,no,good,"own							G2013
",G2013
'80110,Keskusta,"3h, k",kt,"79,00",125000,1582,1970,1/3,yes, ,"own							E2013
",E2013
'80110,Keskusta,"3h, k, s, las.p...",kt,"69,50",110000,1583,1983,1/3,no,good,"own							E
",E
'80110,Keskusta,"3 h, k, s + akp",kt,"102,50",320000,3122,2002,4/4,yes,good,"own							E2013
",E2013
'80110,Keskusta,"3h,k,vh,parveke",kt,"60,00",98000,1633,1971,3/3,no,good,"own							F2013
",F2013
'80110,Keskusta,"3h, k, kph",kt,"74,00",143000,1932,1973,2/3,yes,good,"own							E2013
",E2013
'80110,Keskusta,"3h, k, s",kt,"61,00",163500,2680,1999,4/4,yes,good,"own							E2013
",E2013
'80110,4 rooms or more,,,,,,,,,,,
'80110,Linnunlahti,"4h,k,kph,autok.",rt,"87,50",118000,1349,1966,1/1,no,good,"rent							E2013
",E2013
'80110,Keskusta,"4h, k, s",kt,"87,00",103500,1190,1983,2/3,no, ,"own							E2013
",E2013
'80110,Keskusta,"4 h, k, s",kt,"105,00",203230,1936,1971,3/3,no,good,"own							D2007
",D2007
'80110,Keskusta,"7h, k ",kt,"268,00",172000,642,1968,1/3,yes, ,"own							F2013
",F2013
'80130,"
2 rooms
",,,,,,,,,,,
'80130,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'80130,3 rooms,,,,,,,,,,,
'80130,Kanervala,"3h, k",kt,"72,00",85000,1181,1957,1/2,no, ,"rent							E2013
",E2013
'80130,Kanervala,"3h, kt, s",kt,"62,50",170000,2720,2018,1/2,yes,good,"rent							C2013
",C2013
'80130,,"1-2mh,oh,k, puk...",ok,"114,00",95000,833,1962, ,no, ,"own							
",
'80130,4 rooms or more,,,,,,,,,,,
'80130,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'80140,Studio apartment,,,,,,,,,,,
'80140,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'80140,"
2 rooms
",,,,,,,,,,,
'80140,Noljakka,"2h,k,s,ak,var",rt,"54,50",90000,1651,1996,1/1,no,good,"rent							D2013
",D2013
'80140,Noljakka,"2h, k, s, autok...",kt,"58,00",88500,1526,1992,1/3,no,good,"own							E2013
",E2013
'80140,Noljakka,"2 h, kk, s",kt,"49,00",65645,1340,1985,2/2,no,average,"own							D2013
",D2013
'80140,Noljakka,"2h, k, s",kt,"58,00",88000,1517,1992,3/3,no, ,"own							F2013
",F2013
'80140,Noljakka,"2h,kt,s",kt,"46,00",154900,3367,2019,2/2,no,good,"rent							B
",B
'80140,Noljakka,"2h, kt,s",kt,"46,00",152900,3324,2019,1/2,no,good,"rent							B
",B
'80140,Noljakka,"2h, kk, s",kt,"44,00",80000,1818,1986,2/2,no, ,"rent							E2013
",E2013
'80140,Noljakka,"2h, k, s",kt,"62,00",69000,1113,1986,2/2,no, ,"rent							E2013
",E2013
'80140,Noljakka,"2h, k, s",rt,"55,00",110000,2000,1984,1/1,no,good,"own							D2013
",D2013
'80140,Noljakka,"2 h, kk, s",kt,"43,00",89000,2070,1987,2/2,no,good,"own							F2013
",F2013
'80140,3 rooms,,,,,,,,,,,
'80140,Marjala,"3h, k, khh, kph...",rt,"78,00",174000,2231,2015, ,no, ,"rent							C2013
",C2013
'80140,Marjala,"3h, kt, kph, s",rt,"72,00",199000,2764,2020,1/1,no,good,"own							A2018
",A2018
'80140,Noljakka,"3h, k, s",rt,"80,00",128500,1606,1987,1/2,no, ,"rent							E2013
",E2013
'80140,Noljakka,"3h, k, s",rt,"80,00",135000,1688,1989,1/2,no,good,"own							D2013
",D2013
'80140,4 rooms or more,,,,,,,,,,,
'80140,Noljakka,"6h, k, khh, kph...",ok,"155,00",190000,1226,1990,2/2,no,good,"rent							D2018
",D2018
'80140,Noljakka,"5h, k, s",kt,"104,00",110500,1063,1992,1/3,no,good,"own							F2013
",F2013
'80140,Noljakka,"4 h, k, s",ok,"108,50",170000,1567,1981,1/1,no,good,"own							D2018
",D2018
'80140,Noljakka,4 h + k + s + ak,rt,"87,00",150000,1724,1998,1/1,no,good,"rent							
",
'80140,Noljakka,"4h, k, s",rt,"100,20",162000,1617,1990,1/2,no,good,"rent							
",
'80140,Noljakka,"4h,k,s,at",ok,"128,00",137000,1070,1983, ,no, ,"rent							
",
'80140,Marjala,"4h, kt, s",rt,"93,00",245985,2645,2020,1/1,no,good,"own							A2018
",A2018
'80140,Marjala,"4 h, kt, s",rt,"90,00",238000,2644,2020,1/1,no,good,"own							A2018
",A2018
'80140,Marjala,"4 h, kt, s",rt,"90,00",238000,2644,2020,1/1,no,good,"own							A2018
",A2018
'80140,Noljakka,"oh, 3 mh, k, s,...",ok,"104,50",126000,1206,1983,1/1,no,good,"rent							
",
'80140,,"6h,k,khh,s, 2wc...",ok,"169,00",311000,1840,2002,1/2,no,good,"rent							
",
'80140,,"4h, k, s, ullak...",ok,"137,00",193000,1409,2001, ,no,good,"rent							
",
'80140,,"6h,k,khh,kph,s,wc",ok,"127,00",66000,520,1962,1/1,no,good,"rent							E2018
",E2018
'80140,,"4h, k, s, psh, ...",ok,"163,00",350000,2147,2010,-1/2,no,good,"rent							
",
'80160,Studio apartment,,,,,,,,,,,
'80160,Rantakylä,"1h, kt",kt,"32,00",84000,2625,2015,1/2,no,good,"own							C
",C
'80160,Rantakylä,"1h, kt, kph, s,...",kt,"32,00",99000,3094,2010,5/6,yes,good,"own							C2018
",C2018
'80160,Rantakylä,"1h, kk, kph",rt,"35,00",51000,1457,1977,1/2,no,good,"rent							D
",D
'80160,Rantakylä,"1h, kk",kt,"31,00",62000,2000,1976,3/5,yes,good,"own							E2013
",E2013
'80160,Rantakylä,"1h, k",kt,"35,00",107500,3071,2018,3/8,yes,good,"rent							C
",C
'80160,"
2 rooms
",,,,,,,,,,,
'80160,Lehmo,2h+k+khh+s,rt,"55,50",136000,2450,2012,1/1,no,good,"own							B
",B
'80160,Rantakylä,"2h, kt, s",kt,"53,00",110500,2085,2012,2/2,no,good,"own							B
",B
'80160,Mutala,"2h, kk",rt,"47,00",65000,1383,1973,1/1,no,good,"rent							G
",G
'80160,Rantakylä,"2h, kk",rt,"47,00",72000,1532,1970,1/1,no, ,"rent							E2013
",E2013
'80160,Rantakylä,"2h, k, s",kt,"53,00",110500,2085,2012,2/2,no,good,"own							B
",B
'80160,Rantakylä,"2h,kt,ph,s",kt,"41,00",115000,2805,2010,6/6,yes,good,"own							C2018
",C2018
'80160,Rantakylä,"2h, k, kph",kt,"60,00",46100,768,1977,1/2,no,average,"rent							D2013
",D2013
'80160,Rantakylä,"2 h,k ",kt,"56,00",45000,804,1978,1/3,no,average,"own							E
